CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,IsParent,CustomerPriority,IncomeLevel
4010,MR.,TREVOR,PATTERSON,1959-07-19,S,M,trevor10@adventure-works.com,60000.0,4.0,Bachelors,Professional,Y,Yes,Standard,Average
4011,MRS.,KAITLYN,RODRIGUEZ,1959-06-09,M,F,kaitlyn43@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4012,MR.,CHARLES,PARKER,1968-03-05,M,M,charles43@adventure-works.com,80000.0,0.0,Bachelors,Management,Y,No,Standard,High
4013,MRS.,HANNAH,COLEMAN,1960-04-21,M,F,hannah29@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4014,MR.,JON,JAI,1960-09-24,S,M,jon7@adventure-works.com,90000.0,4.0,High School,Professional,N,Yes,Standard,High
4015,MR.,MASON,HOWARD,1975-06-09,M,M,mason11@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,No,Standard,Average
4016,MR.,ERIC,ZHANG,1973-08-07,M,M,eric31@adventure-works.com,70000.0,0.0,Partial College,Professional,N,No,Standard,Average
4017,MRS.,JADA,BROOKS,1956-12-14,M,F,jada0@adventure-works.com,70000.0,3.0,Partial College,Professional,N,Yes,Standard,Average
4018,MRS.,ZOE,MORGAN,1942-05-10,M,F,zoe21@adventure-works.com,70000.0,5.0,Bachelors,Management,Y,Yes,Standard,Average
4019,MR.,GAVIN,BRYANT,1972-02-03,M,M,gavin16@adventure-works.com,50000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4020,MRS.,FAITH,PRICE,1969-01-17,S,F,faith1@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4021,MRS.,ANDREA,BROOKS,1958-02-04,M,F,andrea2@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
4022,MRS.,KATHERINE,TORRES,1958-10-09,S,F,katherine17@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
4023,MRS.,MADISON,BROWN,1945-09-11,M,F,madison4@adventure-works.com,40000.0,5.0,High School,Professional,N,Yes,Standard,Average
4024,MRS.,MACKENZIE,HERNANDEZ,1948-10-05,S,F,mackenzie39@adventure-works.com,60000.0,2.0,Partial College,Professional,Y,Yes,Standard,Average
4025,MR.,KELVIN,GAO,1950-09-25,M,M,kelvin33@adventure-works.com,60000.0,2.0,Partial College,Professional,Y,Yes,Standard,Average
4026,MRS.,KATHERINE,GARCIA,1953-09-14,S,F,katherine87@adventure-works.com,70000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
4027,MS.,KATHERINE,GRAY,1976-08-28,S,F,katherine18@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
4028,MS.,SARAH,BARNES,1973-06-08,M,F,sarah28@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4029,MR.,CHRISTIAN,BRYANT,1957-02-24,M,M,christian5@adventure-works.com,60000.0,2.0,High School,Professional,N,Yes,Standard,Average
4030,MRS.,NICOLE,ROGERS,1970-12-19,M,F,nicole28@adventure-works.com,70000.0,3.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4031,MR.,LUKE,PATTERSON,1973-03-04,M,M,luke29@adventure-works.com,40000.0,0.0,Graduate Degree,Skilled Manual,Y,No,Standard,Average
4032,MR.,EDUARDO,PRICE,1948-09-09,S,M,eduardo44@adventure-works.com,60000.0,2.0,Partial College,Professional,Y,Yes,Standard,Average
4033,MR.,ANTONIO,JENKINS,1953-06-18,S,M,antonio6@adventure-works.com,70000.0,4.0,Partial College,Professional,Y,Yes,Standard,Average
4034,MS.,MARY,PHILLIPS,1976-10-06,S,F,mary19@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,No,Standard,Average
4035,MRS.,BROOKE,MORGAN,1961-11-02,S,F,brooke20@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4036,MR.,SPENCER,PRICE,1953-08-11,M,M,spencer1@adventure-works.com,70000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
4037,MR.,DEREK,NATH,1937-05-21,M,M,derek16@adventure-works.com,60000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
4038,MR.,AUSTIN,JAI,1969-02-19,S,M,austin29@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4039,MR.,XAVIER,MOHAMED,1965-08-11,S,M,xavier86@adventure-works.com,50000.0,3.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4040,MR.,PHILLIP,CHAPMAN,1974-06-25,S,M,phillip3@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y,Yes,Standard,Average
4041,MR.,ARMANDO,TORRES,1974-10-20,S,M,armando12@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y,Yes,Standard,Average
4042,MRS.,BAILEY,PETERSON,1953-04-25,M,F,bailey3@adventure-works.com,10000.0,2.0,High School,Manual,Y,Yes,Standard,Low
4043,MR.,JOHN,TAYLOR,1955-10-12,M,M,john46@adventure-works.com,30000.0,2.0,High School,Clerical,Y,Yes,Standard,Average
4044,MRS.,SYDNEY,KELLY,1955-03-22,S,F,sydney21@adventure-works.com,30000.0,2.0,High School,Clerical,N,Yes,Standard,Average
4045,MRS.,JULIA,HENDERSON,1968-08-04,S,F,julia71@adventure-works.com,100000.0,3.0,Bachelors,Management,N,Yes,Standard,High
4046,MRS.,HALEY,RAMIREZ,1964-09-26,M,F,haley16@adventure-works.com,60000.0,4.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4047,MRS.,AMANDA,PETERSON,1958-10-02,S,F,amanda14@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Yes,Standard,Average
4048,MRS.,OLIVIA,ANDERSON,1948-10-18,M,F,olivia9@adventure-works.com,30000.0,4.0,High School,Professional,Y,Yes,Standard,Average
4049,MR.,CODY,KELLY,1945-10-04,M,M,cody2@adventure-works.com,30000.0,5.0,Partial High School,Skilled Manual,Y,Yes,Standard,Average
4050,MR.,EDWARD,BRYANT,1975-06-21,S,M,edward66@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y,Yes,Standard,Average
4051,MR.,JORDAN,LAL,1973-05-23,S,M,jordan25@adventure-works.com,40000.0,0.0,Graduate Degree,Skilled Manual,Y,No,Standard,Average
4052,MRS.,COLLEEN,JAI,1972-02-08,M,F,colleen35@adventure-works.com,50000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4053,MR.,SEAN,CARTER,1965-04-27,S,M,sean42@adventure-works.com,50000.0,3.0,Bachelors,Skilled Manual,N,Yes,Standard,Average
4054,MS.,ISABELLA,NELSON,1978-11-09,S,F,isabella39@adventure-works.com,30000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4055,MR.,GEOFFREY,PATEL,1974-04-21,S,M,geoffrey3@adventure-works.com,60000.0,0.0,Partial College,Professional,N,No,Standard,Average
4056,MR.,NOAH,ALEXANDER,1962-10-10,M,M,noah16@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
4057,MRS.,MARIA,CAMPBELL,1957-11-22,M,F,maria50@adventure-works.com,80000.0,2.0,Bachelors,Management,N,Yes,Standard,High
4058,MR.,OSCAR,JENKINS,1961-07-15,M,M,oscar15@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4059,MRS.,CHLOE,WARD,1960-02-14,S,F,chloe58@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4060,MRS.,AMANDA,LOPEZ,1949-04-08,M,F,amanda64@adventure-works.com,30000.0,4.0,High School,Professional,Y,Yes,Standard,Average
4061,MR.,SETH,JOHNSON,1977-11-13,M,M,seth1@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,No,Standard,Average
4062,MR.,ALEX,PHILLIPS,1976-09-13,S,M,alex34@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,No,Standard,Average
4063,MRS.,CRYSTAL,HE,1940-04-05,M,F,crystal19@adventure-works.com,60000.0,3.0,Bachelors,Management,Y,Yes,Standard,Average
4064,MRS.,MARISSA,HUGHES,1975-06-06,M,F,marissa8@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y,Yes,Standard,Average
4065,MRS.,MORGAN,LEE,1971-05-07,M,F,morgan43@adventure-works.com,70000.0,1.0,Graduate Degree,Skilled Manual,Y,Yes,Standard,Average
4066,MRS.,TERESA,ORTEGA,1970-05-25,M,F,teresa21@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4067,MR.,EDUARDO,YOUNG,1971-06-15,S,M,eduardo25@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,N,Yes,Standard,Average
4068,MS.,ALEXANDRA,COX,1965-09-08,M,F,alexandra14@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,Y,No,Standard,Average
4069,MR.,DARRELL,CHANDER,1940-07-09,M,M,darrell5@adventure-works.com,60000.0,3.0,Bachelors,Management,Y,Yes,Standard,Average
4070,MRS.,AMANDA,LONG,1943-09-11,S,F,amanda31@adventure-works.com,60000.0,4.0,Bachelors,Management,N,Yes,Standard,Average
4071,MRS.,JADE,COOPER,1947-01-09,S,F,jade6@adventure-works.com,70000.0,2.0,Bachelors,Management,N,Yes,Standard,Average
4072,MR.,DYLAN,WILLIAMS,1974-04-19,M,M,dylan37@adventure-works.com,50000.0,0.0,Partial High School,Skilled Manual,N,No,Standard,Average
4073,MS.,MELANIE,BUTLER,1964-11-12,S,F,melanie1@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,No,Standard,Average
4074,MRS.,MONICA,SMITH,1962-08-13,M,F,monica9@adventure-works.com,90000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
4075,MRS.,NATALIE,SIMMONS,1961-03-05,M,F,natalie37@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4076,MRS.,STEPHANIE,HOWARD,1960-10-08,S,F,stephanie17@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4077,MS.,SAMANTHA,HENDERSON,1976-08-13,S,F,samantha30@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,No,Standard,Average
4078,MR.,THOMAS,BAKER,1955-01-25,M,M,thomas52@adventure-works.com,30000.0,1.0,High School,Clerical,Y,Yes,Standard,Average
4079,MR.,SETH,GONZALES,1972-08-09,M,M,seth65@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,Y,Yes,Standard,Average
4080,MR.,ANTHONY,GARCIA,1971-11-04,M,M,anthony2@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4081,MR.,BRANDON,WAGNER,1968-04-17,M,M,brandon21@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4082,MR.,MARCUS,LEWIS,1967-09-16,S,M,marcus22@adventure-works.com,50000.0,2.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4083,MRS.,ALEXANDRIA,PRICE,1968-03-17,S,F,alexandria0@adventure-works.com,90000.0,4.0,Partial College,Skilled Manual,N,Yes,Standard,High
4084,MRS.,BAILEY,HILL,1968-10-22,S,F,bailey32@adventure-works.com,100000.0,3.0,Bachelors,Management,N,Yes,Standard,High
4085,MR.,JASON,NELSON,1947-06-23,S,M,jason38@adventure-works.com,40000.0,2.0,High School,Professional,Y,Yes,Standard,Average
4086,MR.,CAMERON,LI,1952-07-06,M,M,cameron22@adventure-works.com,70000.0,2.0,Partial High School,Skilled Manual,Y,Yes,Standard,Average
4087,MS.,JORDYN,JENKINS,1973-01-28,S,F,jordyn6@adventure-works.com,80000.0,0.0,Bachelors,Management,N,No,Standard,High
4088,MRS.,JULIA,JONES,1963-04-10,S,F,julia25@adventure-works.com,70000.0,4.0,Bachelors,Professional,Y,Yes,Standard,Average
4089,MRS.,ISABEL,BRYANT,1963-01-24,M,F,isabel17@adventure-works.com,60000.0,3.0,Graduate Degree,Professional,N,Yes,Standard,Average
4090,MR.,VICTOR,MUÑOZ,1962-01-18,S,M,victor9@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Yes,Standard,Average
4091,MR.,RICHARD,RIVERA,1961-03-04,M,M,richard89@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
4092,MR.,SAMUEL,WALKER,1967-10-03,S,M,samuel72@adventure-works.com,50000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
4093,MR.,ZACHARY,THOMPSON,1958-07-18,M,M,zachary46@adventure-works.com,80000.0,5.0,Graduate Degree,Professional,Y,Yes,Standard,High
4094,MR.,ALBERTO,DOMINGUEZ,1962-05-11,M,M,alberto13@adventure-works.com,90000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
4095,MR.,RYAN,ROBINSON,1962-09-13,M,M,ryan54@adventure-works.com,90000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
4096,MR.,EDWARD,GREEN,1962-08-23,S,M,edward7@adventure-works.com,100000.0,1.0,Partial College,Professional,N,Yes,Standard,High
4097,MR.,RONALD,RANA,1955-07-14,S,M,ronald13@adventure-works.com,20000.0,3.0,Partial High School,Clerical,N,Yes,Standard,Low
4098,MR.,HUNTER,BRYANT,1955-02-25,S,M,hunter15@adventure-works.com,30000.0,1.0,High School,Clerical,N,Yes,Standard,Average
4099,MRS.,HANNAH,THOMPSON,1956-06-18,S,F,hannah13@adventure-works.com,20000.0,3.0,Partial High School,Clerical,N,Yes,Standard,Low
4100,MR.,BRENT,GAO,1956-09-22,M,M,brent14@adventure-works.com,30000.0,2.0,High School,Skilled Manual,N,Yes,Standard,Average
4101,MRS.,CHELSEA,SURI,1957-03-19,M,F,chelsea0@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
4102,MR.,LEONARD,JAI,1972-01-05,S,M,leonard12@adventure-works.com,50000.0,0.0,Graduate Degree,Skilled Manual,N,No,Standard,Average
4103,MRS.,TONI,KAPOOR,1972-01-22,M,F,toni1@adventure-works.com,50000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4104,MR.,Y.,YONG,1972-07-27,S,M,y0@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,N,Yes,Standard,Average
4105,MRS.,ANGELICA,HAYES,1939-08-20,S,F,angelica22@adventure-works.com,60000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
4106,MRS.,ALEXANDRIA,GRIFFIN,1941-11-04,S,F,alexandria21@adventure-works.com,40000.0,4.0,High School,Professional,N,Yes,Standard,Average
4107,MRS.,ANNA,WOOD,1942-04-19,S,F,anna26@adventure-works.com,50000.0,4.0,Bachelors,Management,N,Yes,Standard,Average
4108,MRS.,STACY,MORENO,1950-02-03,S,F,stacy7@adventure-works.com,60000.0,2.0,Partial College,Professional,N,Yes,Standard,Average
4109,MRS.,RILEY,MORGAN,1969-03-13,M,F,riley33@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,N,Yes,Standard,Average
4110,MS.,KAYLA,POWELL,1977-05-10,S,F,kayla32@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4111,MRS.,HANNAH,HARRIS,1963-12-03,S,F,hannah12@adventure-works.com,60000.0,3.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4112,MS.,ELIZABETH,RUSSELL,1967-05-06,S,F,elizabeth48@adventure-works.com,50000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
4208,MRS.,LAUREN,DIAZ,1939-11-22,M,F,lauren68@adventure-works.com,130000.0,2.0,Bachelors,Management,Y,Yes,High,High
4113,MRS.,ROBYN,SUAREZ,1955-10-15,S,F,robyn15@adventure-works.com,80000.0,2.0,Partial High School,Skilled Manual,Y,Yes,Standard,High
4114,MR.,SETH,WATSON,1960-05-07,M,M,seth73@adventure-works.com,100000.0,0.0,Partial College,Professional,Y,No,Standard,High
4115,MR.,JOSE,CLARK,1954-06-16,M,M,jose80@adventure-works.com,70000.0,3.0,High School,Professional,Y,Yes,Standard,Average
4116,MRS.,KATHERINE,YOUNG,1949-09-23,S,F,katherine98@adventure-works.com,40000.0,4.0,Partial College,Professional,Y,Yes,Standard,Average
4117,MS.,JESSICA,TORRES,1966-11-17,S,F,jessica16@adventure-works.com,80000.0,0.0,Graduate Degree,Skilled Manual,N,No,Standard,High
4118,MR.,CHASE,WATSON,1968-11-19,M,M,chase1@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4119,MR.,JERMAINE,PRASAD,1966-06-13,M,M,jermaine7@adventure-works.com,70000.0,5.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4120,MR.,EDUARDO,RIVERA,1948-04-19,S,M,eduardo76@adventure-works.com,30000.0,4.0,High School,Professional,N,Yes,Standard,Average
4121,MRS.,FAITH,GRIFFIN,1946-02-05,S,F,faith20@adventure-works.com,70000.0,5.0,Bachelors,Management,Y,Yes,Standard,Average
4122,MS.,ARIANNA,COLEMAN,1979-10-06,S,F,arianna6@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,No,Standard,Average
4123,MR.,DEVIN,BENNETT,1959-01-23,M,M,devin67@adventure-works.com,60000.0,5.0,Bachelors,Professional,Y,Yes,Standard,Average
4124,MRS.,COURTNEY,EDWARDS,1957-05-27,S,F,courtney1@adventure-works.com,70000.0,2.0,Partial College,Professional,N,Yes,Standard,Average
4125,MRS.,GRACE,PERRY,1962-10-07,M,F,grace55@adventure-works.com,90000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
4126,MRS.,EMMA,COLEMAN,1949-12-26,M,F,emma52@adventure-works.com,40000.0,4.0,Partial College,Professional,Y,Yes,Standard,Average
4127,MS.,MACKENZIE,YOUNG,1977-08-21,S,F,mackenzie38@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,No,Standard,Average
4128,MR.,JUSTIN,LONG,1942-02-11,S,M,justin6@adventure-works.com,50000.0,4.0,Bachelors,Management,Y,Yes,Standard,Average
4129,MR.,JACK,YOUNG,1963-09-13,S,M,jack54@adventure-works.com,80000.0,4.0,Bachelors,Management,Y,Yes,Standard,High
4130,MRS.,MYA,LONG,1959-06-19,S,F,mya11@adventure-works.com,70000.0,2.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4131,MR.,SEBASTIAN,RAMIREZ,1956-05-23,M,M,sebastian8@adventure-works.com,80000.0,2.0,Partial High School,Skilled Manual,Y,Yes,Standard,High
4132,MRS.,NICOLE,DIAZ,1961-09-27,S,F,nicole71@adventure-works.com,90000.0,4.0,Partial College,Professional,N,Yes,Standard,High
4133,,CHRISTY,DENG,1935-11-25,M,,christy21@adventure-works.com,40000.0,3.0,Partial College,Professional,Y,Yes,Standard,Average
4134,MR.,DAVID,MILLER,1954-04-21,S,M,david64@adventure-works.com,70000.0,3.0,Partial High School,Skilled Manual,N,Yes,Standard,Average
4135,MR.,SUNIL,UPPAL,1966-04-06,M,M,sunil5@adventure-works.com,80000.0,0.0,Graduate Degree,Skilled Manual,N,No,Standard,High
4136,MR.,GABRIEL,JAI,1955-07-18,S,M,gabriel29@adventure-works.com,20000.0,3.0,Partial High School,Clerical,N,Yes,Standard,Low
4137,MR.,SEBASTIAN,JAMES,1966-07-02,M,M,sebastian0@adventure-works.com,80000.0,0.0,Graduate Degree,Skilled Manual,Y,No,Standard,High
4138,MRS.,MORGAN,WALKER,1970-06-09,S,F,morgan44@adventure-works.com,70000.0,3.0,Graduate Degree,Professional,N,Yes,Standard,Average
4139,MS.,ISABELLA,HOWARD,1972-09-17,S,F,isabella1@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4140,MS.,JASMINE,WEST,1972-09-26,S,F,jasmine37@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4141,MRS.,DANIELLE,PETERSON,1938-06-25,S,F,danielle7@adventure-works.com,60000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
4142,MR.,TIMOTHY,WARD,1947-01-20,S,M,timothy13@adventure-works.com,40000.0,4.0,High School,Professional,Y,Yes,Standard,Average
4143,MRS.,SYDNEY,KING,1964-03-17,S,F,sydney60@adventure-works.com,60000.0,4.0,Bachelors,Skilled Manual,N,Yes,Standard,Average
4144,MRS.,ALEXIS,WILSON,1964-11-23,M,F,alexis6@adventure-works.com,100000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
4145,MR.,ANGEL,PHILLIPS,1956-01-15,S,M,angel28@adventure-works.com,70000.0,4.0,Partial College,Professional,N,Yes,Standard,Average
4146,MS.,CAITLIN,SANDERS,1963-08-25,S,F,caitlin3@adventure-works.com,90000.0,0.0,Partial College,Professional,Y,No,Standard,High
4147,MR.,MARCUS,THOMAS,1960-05-22,M,M,marcus11@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
4148,MR.,ANTONIO,HENDERSON,1960-06-25,S,M,antonio5@adventure-works.com,100000.0,0.0,Partial College,Professional,N,No,Standard,High
4149,MS.,KAYLA,WILLIAMS,1976-04-25,M,F,kayla2@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,No,Standard,Average
4150,MR.,CAMERON,THOMAS,1976-08-18,M,M,cameron29@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,No,Standard,Average
4151,MR.,MIGUEL,BRYANT,1965-07-15,M,M,miguel64@adventure-works.com,50000.0,3.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4152,MRS.,GABRIELLE,BRYANT,1965-10-04,S,F,gabrielle40@adventure-works.com,50000.0,3.0,Bachelors,Skilled Manual,N,Yes,Standard,Average
4153,MR.,ORLANDO,GOMEZ,1965-08-17,M,M,orlando2@adventure-works.com,50000.0,3.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4154,MRS.,NINA,XU,1962-02-25,M,F,nina5@adventure-works.com,80000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
4155,MR.,FREDERICK,CHANDRA,1936-10-16,M,M,frederick1@adventure-works.com,50000.0,2.0,Graduate Degree,Management,N,Yes,Standard,Average
4156,MR.,RYAN,BROWN,1957-12-23,M,M,ryan43@adventure-works.com,70000.0,2.0,Partial College,Professional,Y,Yes,Standard,Average
4157,MS.,LAUREN,DAVIS,1978-09-15,M,F,lauren23@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,No,Standard,Average
4158,MS.,EMILY,WOOD,1974-04-22,S,F,emily27@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
4159,MR.,CHASE,COX,1974-03-05,S,M,chase10@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4160,MRS.,ALEXANDRA,RIVERA,1950-08-17,M,F,alexandra11@adventure-works.com,80000.0,3.0,Bachelors,Management,Y,Yes,Standard,High
4161,MR.,TODD,LI,1952-09-09,M,M,todd5@adventure-works.com,70000.0,4.0,Partial College,Professional,Y,Yes,Standard,Average
4162,,ANNA,GRIFFIN,1952-11-19,S,,anna46@adventure-works.com,70000.0,4.0,Partial College,Professional,Y,Yes,Standard,Average
4163,MRS.,KATELYN,KELLY,1965-04-12,M,F,katelyn1@adventure-works.com,110000.0,2.0,Bachelors,Management,Y,Yes,High,High
4164,MRS.,STEPHANIE,COLLINS,1965-04-24,M,F,stephanie52@adventure-works.com,130000.0,1.0,Graduate Degree,Management,Y,Yes,High,High
4165,MRS.,KATELYN,CARTER,1964-05-03,M,F,katelyn33@adventure-works.com,130000.0,2.0,Graduate Degree,Management,Y,Yes,High,High
4166,MRS.,JENNY,RAI,1934-01-18,M,F,jenny40@adventure-works.com,80000.0,4.0,Graduate Degree,Management,Y,Yes,Standard,High
4167,MR.,NOAH,COLEMAN,1935-02-02,S,M,noah2@adventure-works.com,70000.0,4.0,Graduate Degree,Management,Y,Yes,Standard,Average
4168,MRS.,KATHERINE,BRYANT,1954-06-20,M,F,katherine44@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y,Yes,Standard,Average
4169,MR.,JUSTIN,WASHINGTON,1959-08-22,M,M,justin10@adventure-works.com,60000.0,4.0,Graduate Degree,Skilled Manual,Y,Yes,Standard,Average
4170,MRS.,KIMBERLY,COX,1972-12-22,S,F,kimberly14@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4171,MR.,ANTONIO,POWELL,1972-03-12,M,M,antonio8@adventure-works.com,70000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4172,MR.,CALEB,HAYES,1969-07-26,M,M,caleb19@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4173,MRS.,ARIANA,SANCHEZ,1971-09-19,M,F,ariana22@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4174,MRS.,MEGAN,COX,1971-05-04,M,F,megan39@adventure-works.com,70000.0,3.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4175,MRS.,JADA,COLLINS,1967-09-07,S,F,jada15@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4176,MR.,JONATHON,ORTEGA,1964-03-24,M,M,jonathon16@adventure-works.com,50000.0,4.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4177,MR.,LOGAN,CAMPBELL,1964-01-11,M,M,logan33@adventure-works.com,50000.0,5.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4178,MR.,XAVIER,RICHARDSON,1963-11-25,S,M,xavier76@adventure-works.com,60000.0,4.0,Bachelors,Professional,N,Yes,Standard,Average
4179,MRS.,TANYA,GILL,1960-08-19,M,F,tanya10@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
4180,MRS.,STEPHANIE,CAMPBELL,1958-09-07,M,F,stephanie54@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Yes,Standard,Average
4181,MRS.,SARA,MITCHELL,1971-11-17,M,F,sara37@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,Y,Yes,Standard,Average
4182,MRS.,BAILEY,PHILLIPS,1970-02-20,M,F,bailey27@adventure-works.com,50000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
4183,MR.,JOE,TORRES,1970-10-23,M,M,joe35@adventure-works.com,70000.0,4.0,Graduate Degree,Professional,Y,Yes,Standard,Average
4184,MRS.,TAYLOR,GARCIA,1969-01-15,M,F,taylor63@adventure-works.com,80000.0,3.0,Graduate Degree,Professional,Y,Yes,Standard,High
4185,MRS.,HALEY,ALEXANDER,1965-08-09,S,F,haley38@adventure-works.com,80000.0,3.0,Bachelors,Skilled Manual,Y,Yes,Standard,High
4186,MR.,KYLE,RUSSELL,1963-10-25,S,M,kyle15@adventure-works.com,60000.0,4.0,Bachelors,Professional,N,Yes,Standard,Average
4187,MRS.,NICOLE,WALKER,1962-01-09,M,F,nicole23@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
4188,MRS.,MADISON,WHITE,1960-11-13,M,F,madison13@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
4189,MS.,JULIA,BROOKS,1980-11-05,S,F,julia63@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
4190,MS.,ELIZABETH,DAVIS,1973-04-07,S,F,elizabeth9@adventure-works.com,70000.0,0.0,Partial College,Professional,N,No,Standard,Average
